Group;Group_Simple;Order;Common_Name;Dominant_Frequency;Log_Dominant_Frequency;Scientific_Name;Scientific_Name_(Replacement_Species);Frequency;Log_Frequency;Weight;Log_Weight;Environement;Mastication;Congregatory;Group_Size;Log_Group_Size;Chewing_Rate;Log_Chewing_Rate;Ref
Aves;Aves;Gruiformes;Sarus Crane;1119.726563;3.049111981;Grus antigone;Grus antigone;1.34613089;0.12908729;sept.52;0.97863695;Shore;No;Yes;216;2.334453751;;;
Aves;Aves;Passeriformes;Scarlet Tanager;2713.183594;3.433479182;Piranga olivacea;Piranga olivacea;1.90371655;0.27960229;0.03075;-1.51215488;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Scarlet Tanager;3186.914063;3.503370353;Piranga olivacea;Piranga olivacea;1.90371655;0.27960229;0.03075;-1.51215488;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Scarlet Tanager;3079.248047;3.488444675;Piranga olivacea;Piranga olivacea;1.77623035;0.24949929;0.03075;-1.51215488;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Scarlet Tanager;2562.451172;3.408655599;Piranga olivacea;Piranga olivacea;1.77623035;0.24949929;0.03075;-1.51215488;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Scarlet Tanager;2691.650391;3.43001865;Piranga olivacea;Piranga olivacea;1.83886898;0.26455079;0.03075;-1.51215488;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Spotted Quail Thrush;2282.519531;3.358414502;Cinclosoma punctatum;Cinclosoma punctatum;3.80743311;0.58063228;0.113;-0.94692156;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Spotted Quail Thrush;2196.386719;3.341708809;Cinclosoma punctatum;Cinclosoma punctatum;3.94170195;0.59568378;0.113;-0.94692156;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Spotted Quail Thrush;2236.78546;3.349624331;Cinclosoma punctatum;Cinclosoma punctatum;2.26391327;0.35485979;0.113;-0.94692156;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Spotted Quail Thrush;2196.386719;3.341708809;Cinclosoma punctatum;Cinclosoma punctatum;2.26391327;0.35485979;0.113;-0.94692156;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Spotted Quail Thrush;2519.384766;3.401294499;Cinclosoma punctatum;Cinclosoma punctatum;3.5524607;0.55052928;0.113;-0.94692156;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Columbiformes;Stock Dove;409.1308594;2.611862238;Columba oenas;Columba livia;1.05615289;0.02372679;0.4605;-0.33677037;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Columbiformes;Stock Dove;473.7304688;2.675531318;Columba oenas;Columba livia;1.02017644;0.00867529;0.4605;-0.33677037;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Columbiformes;Stock Dove;344.53125;2.53722862;Columba oenas;Columba livia;1.05615289;0.02372679;0.4605;-0.33677037;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Columbiformes;Stock Dove;366.0644531;2.563557559;Columba oenas;Columba livia;1.13195664;0.05382979;0.4605;-0.33677037;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Columbiformes;Stock Dove;430.6640625;2.634138633;Columba oenas;Columba livia;1.13195664;0.05382979;0.4605;-0.33677037;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Psittaciformes;Sulphur Crested Cockatoo;2110.253906;3.324334713;Cacatua galerita;Cacatuamoluccensis;1.34613089;0.12908729;0.895;-0.04817697;Semi-Closed;No;Yes;100;2;;;
Aves;Aves;Psittaciformes;Sulphur Crested Cockatoo;2131.787109;3.328743832;Cacatua galerita;Cacatuamoluccensis;1.39360209;0.14413879;0.895;-0.04817697;Semi-Closed;No;Yes;100;2;;;
Aves;Aves;Psittaciformes;Sulphur Crested Cockatoo;2325.585938;3.366532393;Cacatua galerita;Cacatuamoluccensis;1.34613089;0.12908729;0.895;-0.04817697;Semi-Closed;No;Yes;100;2;;;
Aves;Aves;Psittaciformes;Sulphur Crested Cockatoo;1916.455078;3.282498644;Cacatua galerita;Cacatuamoluccensis;1.09339804;0.03877829;0.895;-0.04817697;Semi-Closed;No;Yes;100;2;;;
Aves;Aves;Psittaciformes;Sulphur Crested Cockatoo;2217.919922;3.345945862;Cacatua galerita;Cacatuamoluccensis;1.34613089;0.12908729;0.895;-0.04817697;Semi-Closed;No;Yes;100;2;;;
Aves;Aves;Strigiformes;Tawny Owl;2756.25;3.440318607;Strix aluco;Strixleptogrammica;2.98725147;0.47527178;0.4965;-0.30408075;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Strigiformes;Tawny Owl;2885.449219;3.460213436;Strix aluco;Strixleptogrammica;1.83886898;0.26455079;0.4965;-0.30408075;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Strigiformes;Tawny Owl;2621.745867;3.418590592;Strix aluco;Strixleptogrammica;1.60082843;0.20434479;0.4965;-0.30408075;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Strigiformes;Tawny Owl;2842.382813;3.453682568;Strix aluco;Strixleptogrammica;1.90371655;0.27960229;0.4965;-0.30408075;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Strigiformes;Tawny Owl;1873.388672;3.27262789;Strix aluco;Strixleptogrammica;3.5524607;0.55052928;0.4965;-0.30408075;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Townsends Solitaire;3165.380859;3.500425972;Myadestes townsendi;Myadestesmyadestinus;4.85280433;0.68599278;0.0325;-1.48811664;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Townsends Solitaire;3057.714844;3.485396982;Myadestes townsendi;Myadestesmyadestinus;5.97450294;0.77630178;0.0325;-1.48811664;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Townsends Solitaire;3875.976563;3.588381142;Myadestes townsendi;Myadestesmyadestinus;4.08070577;0.61073528;0.0325;-1.48811664;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Townsends Solitaire;4608.105469;3.663522411;Myadestes townsendi;Myadestesmyadestinus;4.85280433;0.68599278;0.0325;-1.48811664;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Townsends Solitaire;3014.648438;3.479236673;Myadestes townsendi;Myadestesmyadestinus;4.37359215;0.64083828;0.0325;-1.48811664;Closed;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Wattled Jacana;3531.445313;3.547952485;Jacana jacana;Jacana jacana;3.09259667;0.49032328;0.05205;-1.28357927;Shore;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Wattled Jacana;3079.248047;3.488444675;Jacana jacana;Jacana jacana;4.85280433;0.68599278;0.05205;-1.28357927;Shore;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Wattled Jacana;2971.582031;3.472987724;Jacana jacana;Jacana jacana;5.77098944;0.76125028;0.05205;-1.28357927;Shore;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Wattled Jacana;3488.378906;3.542623652;Jacana jacana;Jacana jacana;5.77098944;0.76125028;0.05205;-1.28357927;Shore;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Wattled Jacana;3100.78125;3.491471129;Jacana jacana;Jacana jacana;4.85280433;0.68599278;0.05205;-1.28357927;Shore;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Whimbrel;2002.587891;3.301591586;Numenius phaeopus;Numenius phaeopus;12.8066274;1.10743478;0.434;-0.36251027;Shore;No;Yes;55;1.740362689;;;
Aves;Aves;Charadriiformes;Whimbrel;1593.457031;3.202340357;Numenius phaeopus;Numenius phaeopus;12.3703867;1.09238328;0.434;-0.36251027;Shore;No;Yes;55;1.740362689;;;
Aves;Aves;Charadriiformes;Whimbrel;2304.052734;3.362492415;Numenius phaeopus;Numenius phaeopus;8.7471843;0.94186828;0.434;-0.36251027;Shore;No;Yes;55;1.740362689;;;
Aves;Aves;Charadriiformes;Whimbrel;2648.583984;3.423013749;Numenius phaeopus;Numenius phaeopus;11.1488167;1.04722878;0.434;-0.36251027;Shore;No;Yes;55;1.740362689;;;
Aves;Aves;Charadriiformes;Whimbrel;2497.851563;3.397566626;Numenius phaeopus;Numenius phaeopus;9.375;0.97197128;0.434;-0.36251027;Shore;No;Yes;55;1.740362689;;;
Aves;Aves;Mesitornithiformes;White Brested Mesite;2863.916016;3.456960278;Mesitornis variegatus;Mesitornis unicolor ;0.85786271;-0.06658221;0.107;-0.97061622;Closed;No;No;2;0.301029996;;;
Aves;Aves;Mesitornithiformes;White Brested Mesite;3251.513672;3.512085584;Mesitornis variegatus;Mesitornis unicolor ;0.95185828;-0.02142771;0.107;-0.97061622;Closed;No;No;2;0.301029996;;;
Aves;Aves;Mesitornithiformes;White Brested Mesite;3229.980469;3.509199896;Mesitornis variegatus;Mesitornis unicolor ;0.91943449;-0.03647921;0.107;-0.97061622;Closed;No;No;2;0.301029996;;;
Aves;Aves;Mesitornithiformes;White Brested Mesite;2906.982422;3.463442406;Mesitornis variegatus;Mesitornis unicolor ;1.05615289;0.02372679;0.107;-0.97061622;Closed;No;No;2;0.301029996;;;
Aves;Aves;Mesitornithiformes;White Brested Mesite;2928.515625;3.466647546;Mesitornis variegatus;Mesitornis unicolor ;1.09339804;0.03877829;0.107;-0.97061622;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;White Throated Treecreeper;3122.314453;3.494476639;Cormobates leucophaea;Cormobates leucophaea;8.16141153;0.91176528;0.0195;-1.70996539;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;White Throated Treecreeper;3337.646484;3.523440335;Cormobates leucophaea;Cormobates leucophaea;4.52782654;0.65588978;0.0195;-1.70996539;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;White Throated Treecreeper;2648.583984;3.423013749;Cormobates leucophaea;Cormobates leucophaea;3.94170195;0.59568378;0.0195;-1.70996539;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;White Throated Treecreeper;3402.246094;3.531765724;Cormobates leucophaea;Cormobates leucophaea;2.51196905;0.40001429;0.0195;-1.70996539;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;White Throated Treecreeper;3746.777344;3.573657885;Cormobates leucophaea;Cormobates leucophaea;3.09259667;0.49032328;0.0195;-1.70996539;Closed;No;No;2;0.301029996;;;
Aves;Aves;Anseriformes;Whooper Swan;839.7949219;2.924173244;Cygnus cygnus;Cygnus olor;3.80743311;0.58063228;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;796.7285156;2.901310361;Cygnus cygnus;Cygnus olor;1.90371655;0.27960229;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;667.5292969;2.824470331;Cygnus cygnus;Cygnus olor;3.94170195;0.59568378;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;602.9296875;2.780266669;Cygnus cygnus;Cygnus olor;5.2011069;0.71609578;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;782.54862;2.89351133;Cygnus cygnus;Cygnus olor;2.11230577;0.32475679;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;;;Cygnus cygnus;Cygnus olor;3.80743311;0.58063228;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;;;Cygnus cygnus;Cygnus olor;4.08070577;0.61073528;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;;;Cygnus cygnus;Cygnus olor;3.94170195;0.59568378;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;;;Cygnus cygnus;Cygnus olor;5.2011069;0.71609578;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Anseriformes;Whooper Swan;;;Cygnus cygnus;Cygnus olor;2.11230577;0.32475679;09.févr;0.96378783;Shore;No;Yes;35;1.544068044;;;
Aves;Aves;Passeriformes;Yellow Bellied Longbill;3596.044922;3.555825108;Toxorhamphus novaeguineae;Melanocharis versteri;3.80743311;0.58063228;0.0145;-1.838632;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Bellied Longbill;5017.236328;3.700464558;Toxorhamphus novaeguineae;Melanocharis versteri;4.52782654;0.65588978;0.0145;-1.838632;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Bellied Longbill;4349.707031;3.638460007;Toxorhamphus novaeguineae;Melanocharis versteri;3.20165685;0.50537478;0.0145;-1.838632;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Bellied Longbill;4823.4375;3.683356655;Toxorhamphus novaeguineae;Melanocharis versteri;4.52782654;0.65588978;0.0145;-1.838632;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Bellied Longbill;5964.697266;3.775588406;Toxorhamphus novaeguineae;Melanocharis versteri;3.31456304;0.52042628;0.0145;-1.838632;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Breasted Apalis;2799.316406;3.447051989;Apalis flavida;Cisticola juncidis;3.31456304;0.52042628;0.0085;-2.07058107;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Breasted Apalis;2928.515625;3.466647546;Apalis flavida;Cisticola juncidis;3.09259667;0.49032328;0.0085;-2.07058107;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Breasted Apalis;2863.916016;3.456960278;Apalis flavida;Cisticola juncidis;3.20165685;0.50537478;0.0085;-2.07058107;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Breasted Apalis;2777.783203;3.443698347;Apalis flavida;Cisticola juncidis;2.60055345;0.41506578;0.0085;-2.07058107;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellow Breasted Apalis;3014.648438;3.479236673;Apalis flavida;Cisticola juncidis;3.5524607;0.55052928;0.0085;-2.07058107;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Yellowhead;5727.832031;3.757990274;Mohoua ochrocephala;Origma solitaria;10.0478762;1.00207428;0.0301;-1.5214335;Semi-Closed;No;No;3;0.477121255;;;
Aves;Aves;Passeriformes;Yellowhead;3660.644531;3.563557559;Mohoua ochrocephala;Origma solitaria;9.05565308;0.95691978;0.0301;-1.5214335;Semi-Closed;No;No;3;0.477121255;;;
Aves;Aves;Passeriformes;Yellowhead;4521.972656;3.655327932;Mohoua ochrocephala;Origma solitaria;9.375;0.97197128;0.0301;-1.5214335;Semi-Closed;No;No;3;0.477121255;;;
Aves;Aves;Passeriformes;Yellowhead;5297.167969;3.724043744;Mohoua ochrocephala;Origma solitaria;9.375;0.97197128;0.0301;-1.5214335;Semi-Closed;No;No;3;0.477121255;;;
Aves;Aves;Passeriformes;Yellowhead;5038.769531;3.702324495;Mohoua ochrocephala;Origma solitaria;10.4022138;1.01712578;0.0301;-1.5214335;Semi-Closed;No;No;3;0.477121255;;;
Fishes;Other;Perciformes;Silver Perch;387.5976563;2.588381142;Bidyanus bidyanus;Bidyanus bidyanus;6.8629017;0.836507778;1.125;0.051152522;Water;No;No;2;0.301029996;;;
Fishes;Other;Perciformes;Silver Perch;409.1308594;2.611862238;Bidyanus bidyanus;Bidyanus bidyanus;6.185193332;0.791353279;1.125;0.051152522;Water;No;No;2;0.301029996;;;
Fishes;Other;Perciformes;Silver Perch;452.1972656;2.655327932;Bidyanus bidyanus;Bidyanus bidyanus;6.8629017;0.836507778;1.125;0.051152522;Water;No;No;2;0.301029996;;;
Fishes;Other;Perciformes;Silver Perch;;;Bidyanus bidyanus;Bidyanus bidyanus;6.629126074;0.821456279;1.125;0.051152522;Water;No;No;2;0.301029996;;;
Insecta;Other;Hemiptera;Cicada Orni;5081.835938;3.70602064;Cicada orni;Pomponia linearis;6.8629017;0.83650778;0.003;-2.52287875;Semi-Closed;No;No;2;0.301029996;;;
Insecta;Other;Hemiptera;Cicada Orni;4586.572266;3.661488241;Cicada orni;Pomponia linearis;8.7471843;0.94186828;0.003;-2.52287875;Semi-Closed;No;No;2;0.301029996;;;
Insecta;Other;Hemiptera;Cicada Orni;4629.638672;3.665547097;Cicada orni;Pomponia linearis;4.85280433;0.68599278;0.003;-2.52287875;Semi-Closed;No;No;2;0.301029996;;;
Insecta;Other;Hemiptera;Cicada Orni;5577.099609;3.746408401;Cicada orni;Pomponia linearis;7.35547592;0.86661078;0.003;-2.52287875;Semi-Closed;No;No;2;0.301029996;;;
Insecta;Other;Hemiptera;Cicada Orni;4651.171875;3.667562388;Cicada orni;Pomponia linearis;4.85280433;0.68599278;0.003;-2.52287875;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.21
Insecta;Other;Hymenoptera;European Honey Bee;968.9941406;2.986321151;Apis mellifera;Apis mellifera;2.04035288;0.30970529;0.0002044;-3.68951911;Open;No;Yes;17500;4.243038049;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6519
Insecta;Other;Hymenoptera;European Honey Bee;882.8613281;2.945892494;Apis mellifera;Apis mellifera;1.97085097;0.29465379;0.0002044;-3.68951911;Open;No;Yes;17500;4.243038049;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6520
Insecta;Other;Hymenoptera;European Honey Bee;861.328125;2.935168628;Apis mellifera;Apis mellifera;2.04035288;0.30970529;0.0002044;-3.68951911;Open;No;Yes;17500;4.243038049;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6521
Insecta;Other;Hymenoptera;European Honey Bee;947.4609375;2.976561314;Apis mellifera;Apis mellifera;1.90371655;0.27960229;0.0002044;-3.68951911;Open;No;Yes;17500;4.243038049;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6522
Insecta;Other;Hymenoptera;European Honey Bee;925.9277344;2.966577093;Apis mellifera;Apis mellifera;2.04035288;0.30970529;0.0002044;-3.68951911;Open;No;Yes;17500;4.243038049;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6523
Insecta;Other;Orthoptera;Grasshopper;;;Pseudochorthippus parallelus;Chorthippus fallax;4.08070577;0.61073528;0.001;-3;Open;No;No;2;0.301029996;;;
Insecta;Other;Orthoptera;Grasshopper;;;Pseudochorthippus parallelus;Chorthippus fallax;2.69226177;0.43011728;0.001;-3;Open;No;No;2;0.301029996;;;
Insecta;Other;Orthoptera;Grasshopper;;;Pseudochorthippus parallelus;Chorthippus fallax;2.42640217;0.38496279;0.001;-3;Open;No;No;2;0.301029996;;;
Insecta;Other;Orthoptera;Grasshopper;;;Pseudochorthippus parallelus;Chorthippus fallax;3.80743311;0.58063228;0.001;-3;Open;No;No;2;0.301029996;;;
Insecta;Other;Orthoptera;Grasshopper;;;Pseudochorthippus parallelus;Chorthippus fallax;3.67773796;0.56558078;0.001;-3;Open;No;No;2;0.301029996;;;
Insecta;Other;Opthoptera;Two Spotted Cricket;4435.839844;3.646975858;Gryllus bimaculatus;Grillus bimaculatus;2.18679607;0.33980829;0.001;-3;Open;No;Yes;;;;;
Insecta;Other;Opthoptera;Two Spotted Cricket;4392.773438;3.642738805;Gryllus bimaculatus;Grillus bimaculatus;2.26391327;0.35485979;0.001;-3;Open;No;Yes;;;;;
Insecta;Other;Opthoptera;Two Spotted Cricket;4478.90625;3.651171972;Gryllus bimaculatus;Grillus bimaculatus;2.69226177;0.43011728;0.001;-3;Open;No;Yes;;;;;
Insecta;Other;Opthoptera;Two Spotted Cricket;4478.90625;3.651171972;Gryllus bimaculatus;Grillus bimaculatus;2.69226177;0.43011728;0.001;-3;Open;No;Yes;;;;;
Insecta;Other;Opthoptera;Two Spotted Cricket;4392.773438;3.642738805;Gryllus bimaculatus;Grillus bimaculatus;2.18679607;0.33980829;0.001;-3;Open;No;Yes;;;;;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;452.1972656;2.655327932;Neophoca cinerea;Neophoca cinerea;6.8629017;0.83650778;180.5;2.256477206;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;624.4628906;2.795506635;Neophoca cinerea;Neophoca cinerea;3.94170195;0.59568378;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;925.9277344;2.966577093;Neophoca cinerea;Neophoca cinerea;6.62912607;0.82145628;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;710.5957031;2.851622577;Neophoca cinerea;Neophoca cinerea;avr.75;0.67094128;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;538.3300781;2.731048646;Neophoca cinerea;Neophoca cinerea;5.2011069;0.71609578;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.85280433;0.68599278;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.02393811;0.70104428;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;8.7471843;0.94186828;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;6.4033137;0.80640478;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;6.4033137;0.80640478;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.77098944;0.76125028;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;6.18519333;0.79135328;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.97450294;0.77630178;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;6.4033137;0.80640478;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;5.97450294;0.77630178;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.22461154;0.62578678;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;avr.75;0.67094128;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.52782654;0.65588978;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.22461154;0.62578678;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.22461154;0.62578678;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
Mammalia;Mammalia;Carnivora;Australian Sea Lion;;;Neophoca cinerea;Neophoca cinerea;4.22461154;0.62578678;180.5;2.25647721;Shore;No;Yes;80;1.903089987;3.225806452;0.508638306;
